id,synsetId,subSynsetId,modelId,split
001484,18,18,001484,train
026296,44,44,026296,train
031072,49,49,031072,train
039058,49,49,039058,train
028843,6,6,028843,train
050070,0,0,050070,train
005883,49,49,005883,train
024896,0,0,024896,train
002866,16,16,002866,train
050396,18,18,050396,train
034570,49,49,034570,train
010623,6,6,010623,train
034597,0,0,034597,train
008619,49,49,008619,train
021462,47,47,021462,train
026998,32,32,026998,train
042458,11,11,042458,train
027145,32,32,027145,train
022703,4,4,022703,train
007997,49,49,007997,train
021669,49,49,021669,train
033923,47,47,033923,train
017229,29,29,017229,train
033759,16,16,033759,train
008729,30,30,008729,train
008625,47,47,008625,train
048002,12,12,048002,train
031108,14,14,031108,train
030275,44,44,030275,train
029015,6,6,029015,train
008444,44,44,008444,train
038471,49,49,038471,train
007077,4,4,007077,train
037062,54,54,037062,train
028139,30,30,028139,train
024200,32,32,024200,train
006683,49,49,006683,train
016263,49,49,016263,train
044174,44,44,044174,train
045731,53,53,045731,train
006623,44,44,006623,train
000959,0,0,000959,train
005102,18,18,005102,train
023638,32,32,023638,train
019552,49,49,019552,train
024466,17,17,024466,train
035062,26,26,035062,train
044355,49,49,044355,train
041386,47,47,041386,train
026094,6,6,026094,train
005129,30,30,005129,train
011512,30,30,011512,train
036397,4,4,036397,train
037409,9,9,037409,train
013251,30,30,013251,train
048546,49,49,048546,train
007843,16,16,007843,train
024101,53,53,024101,train
014862,16,16,014862,train
019406,49,49,019406,train
035403,53,53,035403,train
009515,19,19,009515,train
015976,6,6,015976,train
000845,28,28,000845,train
011748,47,47,011748,train
043442,33,33,043442,train
013716,6,6,013716,train
009370,44,44,009370,train
024535,0,0,024535,train
019353,41,41,019353,train
038901,47,47,038901,train
041158,44,44,041158,train
006063,30,30,006063,train
029662,44,44,029662,train
002405,0,0,002405,train
027689,0,0,027689,train
023490,36,36,023490,train
032150,47,47,032150,train
001718,16,16,001718,train
039957,0,0,039957,train
014975,18,18,014975,train
011701,47,47,011701,train
031887,22,22,031887,train
020451,38,38,020451,train
032698,49,49,032698,train
022931,16,16,022931,train
006257,19,19,006257,train
049980,18,18,049980,train
022577,12,12,022577,train
030272,30,30,030272,train
049189,44,44,049189,train
029517,0,0,029517,train
010666,18,18,010666,train
046817,28,28,046817,train
029095,30,30,029095,train
040553,49,49,040553,train
050131,32,32,050131,train
035648,18,18,035648,train
033815,6,6,033815,train
036101,18,18,036101,train
007353,18,18,007353,train
026392,41,41,026392,train
016683,26,26,016683,train
007275,51,51,007275,train
016218,26,26,016218,train
019168,40,40,019168,train
000517,0,0,000517,train
035078,49,49,035078,train
006851,31,31,006851,train
021059,49,49,021059,train
010986,16,16,010986,train
027680,49,49,027680,train
015955,49,49,015955,train
043287,16,16,043287,train
026921,4,4,026921,train
034370,49,49,034370,train
020620,49,49,020620,train
048171,11,11,048171,train
048953,18,18,048953,train
049043,44,44,049043,train
021790,49,49,021790,train
041691,9,9,041691,train
026857,1,1,026857,train
029867,41,41,029867,train
014385,32,32,014385,train
013227,47,47,013227,train
047604,49,49,047604,train
009867,18,18,009867,train
022087,44,44,022087,train
001603,0,0,001603,train
000349,18,18,000349,train
016525,14,14,016525,train
010350,22,22,010350,train
024036,0,0,024036,train
006461,16,16,006461,train
051498,6,6,051498,train
035032,36,36,035032,train
022687,18,18,022687,train
004875,25,25,004875,train
024085,16,16,024085,train
031906,18,18,031906,train
028584,18,18,028584,train
049520,22,22,049520,train
015305,47,47,015305,train
042988,0,0,042988,train
029247,49,49,029247,train
046462,16,16,046462,train
046904,22,22,046904,train
015875,30,30,015875,train
014383,9,9,014383,train
037515,16,16,037515,train
028891,26,26,028891,train
010831,49,49,010831,train
006925,16,16,006925,train
047497,53,53,047497,train
038682,0,0,038682,train
026727,4,4,026727,train
029793,34,34,029793,train
048926,47,47,048926,train
050081,26,26,050081,train
043954,18,18,043954,train
031187,18,18,031187,train
028969,6,6,028969,train
011095,18,18,011095,train
021725,49,49,021725,train
020506,18,18,020506,train
012406,44,44,012406,train
034772,28,28,034772,train
008240,0,0,008240,train
014097,0,0,014097,train
018970,6,6,018970,train
042884,49,49,042884,train
031063,41,41,031063,train
007911,38,38,007911,train
037777,18,18,037777,train
031051,18,18,031051,train
016879,49,49,016879,train
016636,49,49,016636,train
000492,0,0,000492,train
051368,49,49,051368,train
020843,26,26,020843,train
002617,49,49,002617,train
009136,16,16,009136,train
048089,16,16,048089,train
009378,17,17,009378,train
045953,37,37,045953,train
018611,18,18,018611,train
040338,18,18,040338,train
020086,49,49,020086,train
011736,0,0,011736,train
042860,4,4,042860,train
005051,16,16,005051,train
022176,9,9,022176,train
036939,29,29,036939,train
003598,44,44,003598,train
047719,49,49,047719,train
046214,49,49,046214,train
011475,53,53,011475,train
037641,38,38,037641,train
020378,49,49,020378,train
011302,49,49,011302,train
015227,41,41,015227,train
023479,13,13,023479,train
012539,0,0,012539,train
001457,0,0,001457,train
014573,47,47,014573,train
007605,16,16,007605,train
035400,18,18,035400,train
049013,49,49,049013,train
004240,18,18,004240,train
009156,26,26,009156,train
018924,35,35,018924,train
038066,44,44,038066,train
031248,0,0,031248,train
027037,22,22,027037,train
028078,49,49,028078,train
028386,53,53,028386,train
030729,53,53,030729,train
051611,16,16,051611,train
005142,16,16,005142,train
004644,32,32,004644,train
039991,16,16,039991,train
012956,28,28,012956,train
004927,47,47,004927,train
040447,16,16,040447,train
004077,18,18,004077,train
028346,18,18,028346,train
047493,18,18,047493,train
005150,47,47,005150,train
019643,6,6,019643,train
001609,11,11,001609,train
008380,6,6,008380,train
023394,26,26,023394,train
040994,49,49,040994,train
049747,26,26,049747,train
050686,49,49,050686,train
042851,44,44,042851,train
004432,22,22,004432,train
032058,53,53,032058,train
003706,16,16,003706,train
037725,30,30,037725,train
013276,0,0,013276,train
028991,53,53,028991,train
002353,0,0,002353,train
022689,53,53,022689,train
030736,18,18,030736,train
047918,49,49,047918,train
019700,32,32,019700,train
016200,49,49,016200,train
001246,30,30,001246,train
009870,16,16,009870,train
012929,18,18,012929,train
010011,4,4,010011,train
004177,22,22,004177,train
032417,18,18,032417,train
007925,49,49,007925,train
020268,0,0,020268,train
014958,18,18,014958,train
020832,49,49,020832,train
025095,6,6,025095,train
051483,53,53,051483,train
028460,0,0,028460,train
020317,18,18,020317,train
030904,11,11,030904,train
027011,0,0,027011,train
026736,0,0,026736,train
038192,30,30,038192,train
026852,9,9,026852,train
010267,47,47,010267,train
032885,49,49,032885,train
030574,41,41,030574,train
027522,6,6,027522,train
031197,0,0,031197,train
029805,18,18,029805,train
047346,18,18,047346,train
051617,0,0,051617,train
040565,18,18,040565,train
013296,12,12,013296,train
031127,16,16,031127,train
013076,44,44,013076,train
008159,0,0,008159,train
050815,44,44,050815,train
048611,47,47,048611,train
033941,18,18,033941,train
031945,25,25,031945,train
027483,41,41,027483,train
028717,49,49,028717,train
000658,47,47,000658,train
020134,32,32,020134,train
024804,18,18,024804,train
023243,19,19,023243,train
007004,30,30,007004,train
012548,11,11,012548,train
050406,0,0,050406,train
006313,6,6,006313,train
000387,12,12,000387,train
048555,11,11,048555,train
035258,25,25,035258,train
028330,30,30,028330,train
008802,18,18,008802,train
037348,18,18,037348,train
001677,0,0,001677,train
003053,0,0,003053,train
040373,18,18,040373,train
036606,6,6,036606,train
028844,12,12,028844,train
005084,41,41,005084,train
026205,18,18,026205,train
017965,32,32,017965,train
007502,0,0,007502,train
040859,30,30,040859,train
027398,0,0,027398,train
010689,32,32,010689,train
044207,49,49,044207,train
040584,0,0,040584,train
033883,18,18,033883,train
034477,44,44,034477,train
016473,18,18,016473,train
039833,44,44,039833,train
031446,18,18,031446,train
001592,49,49,001592,train
017517,50,50,017517,train
030006,49,49,030006,train
023148,24,24,023148,train
021359,44,44,021359,train
038027,8,8,038027,train
019146,17,17,019146,train
030354,18,18,030354,train
024026,3,3,024026,train
024308,32,32,024308,train
030181,9,9,030181,train
020929,16,16,020929,train
014538,18,18,014538,train
048351,47,47,048351,train
048318,16,16,048318,train
012573,18,18,012573,train
006505,19,19,006505,train
009174,16,16,009174,train
001957,12,12,001957,train
041182,5,5,041182,train
047512,24,24,047512,train
024585,18,18,024585,train
008099,30,30,008099,train
030030,18,18,030030,train
010995,49,49,010995,train
010503,32,32,010503,train
044061,49,49,044061,train
050812,36,36,050812,train
025108,53,53,025108,train
029359,13,13,029359,train
019102,18,18,019102,train
032749,18,18,032749,train
024270,49,49,024270,train
032525,9,9,032525,train
039616,49,49,039616,train
045489,18,18,045489,train
015561,16,16,015561,train
039648,12,12,039648,train
004930,4,4,004930,train
038534,25,25,038534,train
004449,11,11,004449,train
004594,49,49,004594,train
021089,22,22,021089,train
039443,18,18,039443,train
040135,32,32,040135,train
045102,0,0,045102,train
022767,28,28,022767,train
050681,18,18,050681,train
026149,12,12,026149,train
014617,36,36,014617,train
000148,0,0,000148,train
030631,41,41,030631,train
003628,49,49,003628,train
023476,49,49,023476,train
036959,54,54,036959,train
018811,30,30,018811,train
026376,0,0,026376,train
019671,47,47,019671,train
027570,0,0,027570,train
029754,36,36,029754,train
009183,26,26,009183,train
010652,49,49,010652,train
023416,47,47,023416,train
019190,47,47,019190,train
001047,49,49,001047,train
010826,30,30,010826,train
009467,48,48,009467,train
000036,50,50,000036,train
042151,18,18,042151,train
051188,16,16,051188,train
007173,49,49,007173,train
015486,31,31,015486,train
013800,32,32,013800,train
030469,44,44,030469,train
003522,19,19,003522,train
023863,32,32,023863,train
030174,20,20,030174,train
005001,16,16,005001,train
045926,13,13,045926,train
032257,17,17,032257,train
002066,18,18,002066,train
036835,38,38,036835,train
020049,36,36,020049,train
020328,44,44,020328,train
047586,4,4,047586,train
007200,31,31,007200,train
035388,6,6,035388,train
040551,6,6,040551,train
001661,18,18,001661,train
038602,16,16,038602,train
022353,47,47,022353,train
048264,47,47,048264,train
007953,53,53,007953,train
013603,6,6,013603,train
026858,49,49,026858,train
019536,0,0,019536,train
035917,18,18,035917,train
013421,51,51,013421,train
049491,49,49,049491,train
013292,11,11,013292,train
033864,18,18,033864,train
039201,4,4,039201,train
001769,40,40,001769,train
028116,30,30,028116,train
028161,18,18,028161,train
046176,24,24,046176,train
002041,18,18,002041,train
003352,36,36,003352,train
050398,16,16,050398,train
021992,13,13,021992,train
003542,22,22,003542,train
049634,16,16,049634,train
020483,0,0,020483,train
037629,49,49,037629,train
030159,30,30,030159,train
018441,18,18,018441,train
018832,30,30,018832,train
050837,18,18,050837,train
016519,49,49,016519,train
032785,18,18,032785,train
042382,30,30,042382,train
024492,18,18,024492,train
041319,47,47,041319,train
017660,49,49,017660,train
042174,26,26,042174,train
043307,6,6,043307,train
045827,32,32,045827,train
015578,18,18,015578,train
020159,49,49,020159,train
048491,19,19,048491,train
002947,18,18,002947,train
001151,49,49,001151,train
007198,53,53,007198,train
044613,18,18,044613,train
014402,16,16,014402,train
011838,12,12,011838,train
003519,6,6,003519,train
032174,30,30,032174,train
009267,50,50,009267,train
044076,18,18,044076,train
023953,6,6,023953,train
051276,6,6,051276,train
008681,0,0,008681,train
024948,47,47,024948,train
008973,18,18,008973,train
010073,18,18,010073,train
010859,38,38,010859,train
048534,44,44,048534,train
006642,44,44,006642,train
044281,18,18,044281,train
027246,30,30,027246,train
046490,50,50,046490,train
024254,47,47,024254,train
015347,31,31,015347,train
000590,49,49,000590,train
021598,28,28,021598,train
023414,49,49,023414,train
025359,49,49,025359,train
013159,47,47,013159,train
008850,44,44,008850,train
027938,16,16,027938,train
045976,19,19,045976,train
033908,39,39,033908,train
013649,47,47,013649,train
018430,21,21,018430,train
047699,16,16,047699,train
024878,4,4,024878,train
014488,32,32,014488,train
021064,53,53,021064,train
025392,47,47,025392,train
028944,4,4,028944,train
040974,22,22,040974,train
049885,4,4,049885,train
031594,18,18,031594,train
012144,18,18,012144,train
012655,49,49,012655,train
015074,16,16,015074,train
048709,0,0,048709,train
017215,12,12,017215,train
037936,30,30,037936,train
023007,0,0,023007,train
017909,16,16,017909,train
027889,44,44,027889,train
035322,44,44,035322,train
023583,47,47,023583,train
011591,0,0,011591,train
020574,28,28,020574,train
024272,49,49,024272,train
042185,0,0,042185,train
024104,16,16,024104,train
007015,17,17,007015,train
043685,0,0,043685,train
001460,44,44,001460,train
017194,45,45,017194,train
007753,16,16,007753,train
003381,49,49,003381,train
034762,16,16,034762,train
026001,44,44,026001,train
043536,30,30,043536,train
003457,49,49,003457,train
026030,49,49,026030,train
031892,30,30,031892,train
049802,16,16,049802,train
000602,18,18,000602,train
051491,49,49,051491,train
034241,30,30,034241,train
045175,53,53,045175,train
002451,18,18,002451,train
005315,49,49,005315,train
042202,21,21,042202,train
006425,49,49,006425,train
044341,11,11,044341,train
031729,18,18,031729,train
047363,49,49,047363,train
009901,0,0,009901,train
001100,32,32,001100,train
030839,47,47,030839,train
009083,44,44,009083,train
015088,22,22,015088,train
016087,47,47,016087,train
005677,30,30,005677,train
009726,0,0,009726,train
039849,22,22,039849,train
010378,18,18,010378,train
024536,18,18,024536,train
001552,4,4,001552,train
029283,46,46,029283,train
008389,30,30,008389,train
017984,33,33,017984,train
015944,18,18,015944,train
037042,29,29,037042,train
020248,24,24,020248,train
007107,53,53,007107,train
044762,18,18,044762,train
013790,53,53,013790,train
005294,44,44,005294,train
002069,17,17,002069,train
037769,0,0,037769,train
009218,22,22,009218,train
041859,18,18,041859,train
024140,16,16,024140,train
041030,22,22,041030,train
018886,0,0,018886,train
022524,47,47,022524,train
040118,47,47,040118,train
014756,49,49,014756,train
013317,26,26,013317,train
039586,18,18,039586,train
043063,18,18,043063,train
029212,49,49,029212,train
040880,47,47,040880,train
031820,44,44,031820,train
019650,0,0,019650,train
001373,24,24,001373,train
050942,47,47,050942,train
040461,0,0,040461,train
013604,0,0,013604,train
006714,49,49,006714,train
005443,18,18,005443,train
013486,17,17,013486,train
050842,16,16,050842,train
041658,32,32,041658,train
033547,47,47,033547,train
028985,16,16,028985,train
026477,36,36,026477,train
024487,49,49,024487,train
004665,49,49,004665,train
010202,0,0,010202,train
006014,47,47,006014,train
047605,0,0,047605,train
023040,12,12,023040,train
028493,49,49,028493,train
013874,18,18,013874,train
007940,49,49,007940,train
044119,26,26,044119,train
044716,53,53,044716,train
015658,44,44,015658,train
007031,53,53,007031,train
047437,49,49,047437,train
037059,44,44,037059,train
005647,32,32,005647,train
045049,18,18,045049,train
032179,0,0,032179,train
047442,40,40,047442,train
029737,32,32,029737,train
044440,11,11,044440,train
037166,24,24,037166,train
027143,30,30,027143,train
018467,49,49,018467,train
009689,49,49,009689,train
015236,26,26,015236,train
025239,18,18,025239,train
022911,53,53,022911,train
026291,26,26,026291,train
008504,18,18,008504,train
017104,49,49,017104,train
043149,53,53,043149,train
046337,52,52,046337,train
022279,10,10,022279,train
025432,26,26,025432,train
013726,16,16,013726,train
022149,18,18,022149,train
015490,18,18,015490,train
050123,47,47,050123,train
049806,44,44,049806,train
026627,0,0,026627,train
022310,4,4,022310,train
045635,44,44,045635,train
011947,22,22,011947,train
031499,49,49,031499,train
037646,44,44,037646,train
013864,30,30,013864,train
048466,6,6,048466,train
014744,27,27,014744,train
044089,11,11,044089,train
027997,22,22,027997,train
008718,18,18,008718,train
026262,18,18,026262,train
049541,47,47,049541,train
049330,16,16,049330,train
051035,0,0,051035,train
036022,6,6,036022,train
013489,47,47,013489,train
042564,32,32,042564,train
029952,44,44,029952,train
045859,48,48,045859,train
041094,39,39,041094,train
046679,11,11,046679,train
025354,11,11,025354,train
000298,4,4,000298,train
015363,50,50,015363,train
017789,11,11,017789,train
042309,49,49,042309,train
008165,53,53,008165,train
021735,25,25,021735,train
032645,0,0,032645,train
006814,0,0,006814,train
044011,26,26,044011,train
003088,24,24,003088,train
038195,26,26,038195,train
050715,18,18,050715,train
031951,18,18,031951,train
017504,49,49,017504,train
029930,49,49,029930,train
003776,16,16,003776,train
005403,6,6,005403,train
012721,53,53,012721,train
030499,4,4,030499,train
034530,0,0,034530,train
040320,44,44,040320,train
048988,0,0,048988,train
015948,30,30,015948,train
023773,30,30,023773,train
039292,11,11,039292,train
039037,0,0,039037,train
034097,0,0,034097,train
023026,6,6,023026,train
029179,49,49,029179,train
013875,47,47,013875,train
048849,47,47,048849,train
009954,16,16,009954,train
010491,16,16,010491,train
031898,49,49,031898,train
044629,27,27,044629,train
028958,0,0,028958,train
007747,49,49,007747,train
011250,19,19,011250,train
017166,18,18,017166,train
000270,53,53,000270,train
009006,49,49,009006,train
051265,24,24,051265,train
022180,0,0,022180,train
021567,44,44,021567,train
022384,49,49,022384,train
038621,53,53,038621,train
036426,0,0,036426,train
046156,49,49,046156,train
007199,6,6,007199,train
036306,20,20,036306,train
015593,6,6,015593,train
047959,9,9,047959,train
001083,49,49,001083,train
044280,41,41,044280,train
039750,23,23,039750,train
010668,47,47,010668,train
000055,49,49,000055,train
005676,41,41,005676,train
004782,31,31,004782,train
037579,16,16,037579,train
026527,0,0,026527,train
018088,0,0,018088,train
000294,30,30,000294,train
044009,22,22,044009,train
039259,29,29,039259,train
006961,49,49,006961,train
018966,18,18,018966,train
013180,52,52,013180,train
049688,11,11,049688,train
043315,49,49,043315,train
025158,16,16,025158,train
015465,18,18,015465,train
041662,49,49,041662,train
013631,44,44,013631,train
036587,44,44,036587,train
009479,54,54,009479,train
049334,9,9,049334,train
011501,49,49,011501,train
033847,24,24,033847,train
028637,6,6,028637,train
025790,18,18,025790,train
005870,44,44,005870,train
011724,18,18,011724,train
020894,16,16,020894,train
016726,16,16,016726,train
047207,30,30,047207,train
046914,0,0,046914,train
038575,42,42,038575,train
016366,44,44,016366,train
048439,49,49,048439,train
047643,18,18,047643,train
033048,30,30,033048,train
010046,49,49,010046,train
049132,43,43,049132,train
022560,18,18,022560,train
037384,37,37,037384,train
010083,6,6,010083,train
002398,0,0,002398,train
013593,30,30,013593,train
048932,47,47,048932,train
030898,4,4,030898,train
025772,16,16,025772,train
026279,49,49,026279,train
030477,32,32,030477,train
023306,11,11,023306,train
044842,35,35,044842,train
033030,4,4,033030,train
040909,0,0,040909,train
043196,16,16,043196,train
009629,16,16,009629,train
039728,6,6,039728,train
051369,0,0,051369,train
043449,0,0,043449,train
015832,30,30,015832,train
045895,16,16,045895,train
031756,0,0,031756,train
045111,47,47,045111,train
017263,17,17,017263,train
013288,16,16,013288,train
030201,4,4,030201,train
032175,0,0,032175,train
024223,49,49,024223,train
023281,50,50,023281,train
000367,32,32,000367,train
003340,19,19,003340,train
032435,44,44,032435,train
042012,53,53,042012,train
018698,0,0,018698,train
019943,47,47,019943,train
051407,47,47,051407,train
020958,49,49,020958,train
005073,22,22,005073,train
043236,26,26,043236,train
020646,47,47,020646,train
005598,51,51,005598,train
027396,1,1,027396,train
002595,17,17,002595,train
002247,49,49,002247,train
042268,44,44,042268,train
029338,6,6,029338,train
046286,38,38,046286,train
017259,52,52,017259,train
023584,17,17,023584,train
024717,12,12,024717,train
002892,18,18,002892,train
017639,12,12,017639,train
026830,18,18,026830,train
019133,30,30,019133,train
016363,49,49,016363,train
023162,0,0,023162,train
033832,25,25,033832,train
003278,12,12,003278,train
042418,53,53,042418,train
007194,53,53,007194,train
016732,18,18,016732,train
000734,49,49,000734,train
003269,6,6,003269,train
022955,18,18,022955,train
051488,18,18,051488,train
020856,18,18,020856,train
001088,24,24,001088,train
035205,44,44,035205,train
012668,0,0,012668,train
029677,0,0,029677,train
022593,49,49,022593,train
034291,44,44,034291,train
051620,23,23,051620,train
043079,49,49,043079,train
007045,53,53,007045,train
019445,18,18,019445,train
024149,10,10,024149,train
006832,12,12,006832,train
050289,8,8,050289,train
013289,18,18,013289,train
006541,31,31,006541,train
022065,0,0,022065,train
049179,0,0,049179,train
010633,53,53,010633,train
032343,49,49,032343,train
011185,0,0,011185,train
027553,24,24,027553,train
048694,12,12,048694,train
041798,25,25,041798,train
047202,52,52,047202,train
027577,29,29,027577,train
045716,18,18,045716,train
030397,18,18,030397,train
026684,53,53,026684,train
015481,44,44,015481,train
016766,49,49,016766,train
010287,24,24,010287,train
025007,4,4,025007,train
000708,28,28,000708,train
018934,49,49,018934,train
046530,12,12,046530,train
023897,0,0,023897,train
025267,49,49,025267,train
028412,46,46,028412,train
035230,33,33,035230,train
000181,0,0,000181,train
008894,52,52,008894,train
010853,18,18,010853,train
017196,7,7,017196,train
002685,5,5,002685,train
030223,5,5,030223,train
021161,49,49,021161,train
007170,44,44,007170,train
018963,32,32,018963,train
046819,0,0,046819,train
042393,49,49,042393,train
020880,47,47,020880,train
037267,44,44,037267,train
050495,18,18,050495,train
029436,18,18,029436,train
016378,0,0,016378,train
046031,0,0,046031,train
036529,30,30,036529,train
000588,24,24,000588,train
047471,52,52,047471,train
042132,28,28,042132,train
017893,44,44,017893,train
024168,49,49,024168,train
045555,30,30,045555,train
010767,0,0,010767,train
012712,53,53,012712,train
032068,44,44,032068,train
026179,49,49,026179,train
002024,47,47,002024,train
044003,32,32,044003,train
037119,6,6,037119,train
038257,0,0,038257,train
042420,16,16,042420,train
051476,12,12,051476,train
046810,18,18,046810,train
006374,4,4,006374,train
019716,49,49,019716,train
025167,31,31,025167,train
018210,46,46,018210,train
022675,26,26,022675,train
042796,30,30,042796,train
020918,49,49,020918,train
007821,44,44,007821,train
021220,29,29,021220,train
051462,17,17,051462,train
002265,12,12,002265,train
027213,18,18,027213,train
029390,47,47,029390,train
006651,19,19,006651,train
031308,49,49,031308,train
009541,4,4,009541,train
042501,49,49,042501,train
024433,6,6,024433,train
010440,18,18,010440,train
038020,30,30,038020,train
024735,6,6,024735,train
005488,4,4,005488,train
025891,44,44,025891,train
026284,49,49,026284,train
007467,29,29,007467,train
008078,47,47,008078,train
023470,17,17,023470,train
048980,0,0,048980,train
044686,18,18,044686,train
034448,44,44,034448,train
004960,6,6,004960,train
048633,52,52,048633,train
030414,49,49,030414,train
031489,16,16,031489,train
044022,4,4,044022,train
028174,22,22,028174,train
004201,16,16,004201,train
045817,49,49,045817,train
013952,49,49,013952,train
048077,49,49,048077,train
046334,18,18,046334,train
031962,6,6,031962,train
029591,18,18,029591,train
023696,49,49,023696,train
048751,47,47,048751,train
028303,49,49,028303,train
043311,24,24,043311,train
027652,31,31,027652,train
050267,0,0,050267,train
039953,4,4,039953,train
047852,16,16,047852,train
051165,36,36,051165,train
024941,11,11,024941,train
047613,18,18,047613,train
033482,16,16,033482,train
027812,47,47,027812,train
030849,47,47,030849,train
020660,49,49,020660,train
028201,6,6,028201,train
029258,9,9,029258,train
000075,49,49,000075,train
016487,22,22,016487,train
023637,30,30,023637,train
044287,25,25,044287,train
028861,2,2,028861,train
002930,49,49,002930,train
001369,53,53,001369,train
019292,36,36,019292,train
039907,6,6,039907,train
047333,44,44,047333,train
030324,22,22,030324,train
013092,29,29,013092,train
004433,0,0,004433,train
017791,53,53,017791,train
016521,16,16,016521,train
012926,30,30,012926,train
010127,1,1,010127,train
000529,6,6,000529,train
042637,32,32,042637,train
040016,49,49,040016,train
018711,53,53,018711,train
027551,18,18,027551,train
026173,8,8,026173,train
020659,22,22,020659,train
023100,24,24,023100,train
034274,0,0,034274,train
021512,6,6,021512,train
019010,32,32,019010,train
044436,44,44,044436,train
017860,18,18,017860,train
008140,0,0,008140,train
010149,18,18,010149,train
048068,12,12,048068,train
035063,12,12,035063,train
048516,50,50,048516,train
048661,18,18,048661,train
004204,49,49,004204,train
048989,18,18,048989,train
041994,49,49,041994,train
050198,47,47,050198,train
035061,50,50,035061,train
034648,24,24,034648,train
022969,53,53,022969,train
003395,12,12,003395,train
041723,6,6,041723,train
033270,18,18,033270,train
046927,44,44,046927,train
003507,53,53,003507,train
010751,0,0,010751,train
047532,44,44,047532,train
004414,47,47,004414,train
004134,30,30,004134,train
038169,18,18,038169,train
019041,0,0,019041,train
016915,49,49,016915,train
023931,49,49,023931,train
048438,26,26,048438,train
010022,28,28,010022,train
023357,17,17,023357,train
048650,49,49,048650,train
002552,32,32,002552,train
027299,49,49,027299,train
034831,18,18,034831,train
020950,18,18,020950,train
001652,49,49,001652,train
045826,49,49,045826,train
046522,30,30,046522,train
021572,18,18,021572,train
018967,16,16,018967,train
043039,47,47,043039,train
000490,9,9,000490,train
019241,19,19,019241,train
050165,0,0,050165,train
029263,49,49,029263,train
034739,52,52,034739,train
029976,53,53,029976,train
027446,18,18,027446,train
016400,23,23,016400,train
038974,6,6,038974,train
020120,49,49,020120,train
034036,18,18,034036,train
043658,12,12,043658,train
037169,26,26,037169,train
030135,32,32,030135,train
047691,32,32,047691,train
045813,18,18,045813,train
026304,6,6,026304,train
018225,30,30,018225,train
014879,18,18,014879,train
007087,52,52,007087,train
001078,27,27,001078,train
051618,32,32,051618,train
032344,32,32,032344,train
042961,18,18,042961,train
042510,52,52,042510,train
033378,0,0,033378,train
018371,16,16,018371,train
026110,18,18,026110,train
019948,18,18,019948,train
006073,49,49,006073,train
006637,44,44,006637,train
023700,49,49,023700,train
004687,18,18,004687,train
016436,16,16,016436,train
032832,18,18,032832,train
005658,18,18,005658,train
034242,12,12,034242,train
016115,5,5,016115,train
030014,18,18,030014,train
022601,49,49,022601,train
038225,50,50,038225,train
026545,47,47,026545,train
049051,28,28,049051,train
004313,18,18,004313,train
049893,26,26,049893,train
049056,49,49,049056,train
002115,47,47,002115,train
000614,18,18,000614,train
042867,30,30,042867,train
042708,47,47,042708,train
042130,1,1,042130,train
034302,49,49,034302,train
036737,49,49,036737,train
050247,18,18,050247,train
004905,49,49,004905,train
019439,32,32,019439,train
015918,0,0,015918,train
026970,36,36,026970,train
035755,18,18,035755,train
007712,12,12,007712,train
051441,4,4,051441,train
014112,0,0,014112,train
023834,0,0,023834,train
016760,0,0,016760,train
038187,6,6,038187,train
045556,53,53,045556,train
008317,49,49,008317,train
030538,44,44,030538,train
002141,53,53,002141,train
000880,5,5,000880,train
038177,32,32,038177,train
017825,49,49,017825,train
016601,32,32,016601,train
014120,49,49,014120,train
015845,49,49,015845,train
012575,24,24,012575,train
022022,0,0,022022,train
036921,16,16,036921,train
042591,11,11,042591,train
045319,18,18,045319,train
018418,47,47,018418,train
005576,49,49,005576,train
032065,16,16,032065,train
001655,19,19,001655,train
012778,47,47,012778,train
033794,18,18,033794,train
028606,28,28,028606,train
016138,18,18,016138,train
041682,49,49,041682,train
018276,16,16,018276,train
041397,32,32,041397,train
000345,49,49,000345,train
035702,53,53,035702,train
045748,49,49,045748,train
022776,6,6,022776,train
016197,18,18,016197,train
001917,6,6,001917,train
026845,30,30,026845,train
008029,11,11,008029,train
035612,12,12,035612,train
025116,53,53,025116,train
013839,47,47,013839,train
051183,49,49,051183,train
046540,22,22,046540,train
038964,22,22,038964,train
042690,41,41,042690,train
008166,12,12,008166,train
003665,50,50,003665,train
004362,42,42,004362,train
044763,47,47,044763,train
017852,30,30,017852,train
023513,49,49,023513,train
027382,6,6,027382,train
003045,49,49,003045,train
022053,50,50,022053,train
007083,47,47,007083,train
051015,18,18,051015,train
007824,0,0,007824,train
010748,49,49,010748,train
045457,2,2,045457,train
047693,6,6,047693,train
027712,18,18,027712,train
000475,24,24,000475,train
043229,40,40,043229,train
028147,36,36,028147,train
008662,53,53,008662,train
021081,49,49,021081,train
007568,47,47,007568,train
037037,37,37,037037,train
022253,16,16,022253,train
048481,49,49,048481,train
002348,19,19,002348,train
006410,25,25,006410,train
025647,16,16,025647,train
017317,24,24,017317,train
051137,49,49,051137,train
031268,16,16,031268,train
010108,0,0,010108,train
047560,30,30,047560,train
015344,16,16,015344,train
048471,49,49,048471,train
033345,49,49,033345,train
011834,30,30,011834,train
013147,25,25,013147,train
025424,0,0,025424,train
033244,0,0,033244,train
046003,22,22,046003,train
020175,29,29,020175,train
011052,0,0,011052,train
046147,48,48,046147,train
042419,53,53,042419,train
033124,17,17,033124,train
